[3/3/2021 4:25:33 PM]: CASCHandlerBase: loading CDN indices...
[3/3/2021 4:25:34 PM]: CDNIndexHandler.Initialize() completed in 00:00:01.0381423
[3/3/2021 4:25:34 PM]: CASCHandlerBase: loaded 1404962 CDN indexes
[3/3/2021 4:25:34 PM]: CASCHandlerBase: loading local indices...
[3/3/2021 4:25:35 PM]: LocalIndexHandler: loaded 208042 indexes
[3/3/2021 4:25:35 PM]: LocalIndexHandler.Initialize() completed in 00:00:00.1609113
[3/3/2021 4:25:35 PM]: CASCHandlerBase: loaded 208042 local indexes
[3/3/2021 4:25:35 PM]: CASCHandler: loading encoding data...
[3/3/2021 4:25:36 PM]: new EncodingHandler() completed in 00:00:01.0799052
[3/3/2021 4:25:36 PM]: CASCHandler: loaded 1404442 encoding data
[3/3/2021 4:25:36 PM]: CASCHandler: loading root data...
[3/3/2021 4:25:36 PM]: new RootHandler() completed in 00:00:00.7564029
[3/3/2021 4:25:36 PM]: CASCHandler: loaded 1149099 root data
[3/3/2021 4:25:36 PM]: new CASCHandler() completed in 00:00:03.0472126
[3/3/2021 4:25:36 PM]: MNDXRootHandler: loading file names...
[3/3/2021 4:26:16 PM]: MNDXRootHandler: loaded 1149099 file names
[3/3/2021 4:26:17 PM]: MNDXRootHandler::SetFlags() completed in 00:00:01.5835890
[3/3/2021 4:26:20 PM]: LocalIndexHandler: missing index: 2EF2E45A7A6827D89E00000000000000
[3/3/2021 4:26:20 PM]: Local index missing: 2EF2E45A7A6827D89E164157B7D1E803
[3/3/2021 4:26:21 PM]: LocalIndexHandler: missing index: 0309C3E1AA4CD8E98600000000000000
[3/3/2021 4:26:21 PM]: Local index missing: 0309C3E1AA4CD8E9865F52F1DB5BADD1
[3/3/2021 4:26:21 PM]: LocalIndexHandler: missing index: E44743984486697FD400000000000000
[3/3/2021 4:26:21 PM]: Local index missing: E44743984486697FD402A959B34293A6
[3/3/2021 4:26:21 PM]: LocalIndexHandler: missing index: E141ECBB2D0EDEC56400000000000000
[3/3/2021 4:26:21 PM]: Local index missing: E141ECBB2D0EDEC564D367F7DE9E1382
[3/3/2021 4:26:21 PM]: LocalIndexHandler: missing index: C10BDBD0032124E60B00000000000000
[3/3/2021 4:26:21 PM]: Local index missing: C10BDBD0032124E60B2F74DB4952CAE0
[3/3/2021 4:26:21 PM]: LocalIndexHandler: missing index: B0A9F4C88DC9B7E40900000000000000
[3/3/2021 4:26:21 PM]: Local index missing: B0A9F4C88DC9B7E409D14389861C0992
