[5/20/2021 4:53:19 PM]: CASCHandlerBase: loading CDN indices...
[5/20/2021 4:53:20 PM]: CDNIndexHandler.Initialize() completed in 00:00:01.0809205
[5/20/2021 4:53:20 PM]: CASCHandlerBase: loaded 1418023 CDN indexes
[5/20/2021 4:53:20 PM]: CASCHandlerBase: loading local indices...
[5/20/2021 4:53:20 PM]: LocalIndexHandler: loaded 212966 indexes
[5/20/2021 4:53:20 PM]: LocalIndexHandler.Initialize() completed in 00:00:00.1480883
[5/20/2021 4:53:20 PM]: CASCHandlerBase: loaded 212966 local indexes
[5/20/2021 4:53:20 PM]: CASCHandler: loading encoding data...
[5/20/2021 4:53:21 PM]: new EncodingHandler() completed in 00:00:01.0121137
[5/20/2021 4:53:21 PM]: CASCHandler: loaded 1417542 encoding data
[5/20/2021 4:53:21 PM]: CASCHandler: loading root data...
[5/20/2021 4:53:22 PM]: new RootHandler() completed in 00:00:00.8171502
[5/20/2021 4:53:22 PM]: CASCHandler: loaded 1197704 root data
[5/20/2021 4:53:22 PM]: new CASCHandler() completed in 00:00:03.0684497
[5/20/2021 4:53:22 PM]: MNDXRootHandler: loading file names...
[5/20/2021 4:54:00 PM]: MNDXRootHandler: loaded 1197704 file names
[5/20/2021 4:54:02 PM]: MNDXRootHandler::SetFlags() completed in 00:00:01.8643260
[5/20/2021 4:54:05 PM]: LocalIndexHandler: missing index: 97E7E22AD8DE03D42500000000000000
[5/20/2021 4:54:05 PM]: Local index missing: 97E7E22AD8DE03D4254EB1EC19648ABF
[5/20/2021 4:54:05 PM]: LocalIndexHandler: missing index: 0309C3E1AA4CD8E98600000000000000
[5/20/2021 4:54:05 PM]: Local index missing: 0309C3E1AA4CD8E9865F52F1DB5BADD1
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: 82E7D00DCE3B80980E00000000000000
[5/20/2021 4:54:06 PM]: Local index missing: 82E7D00DCE3B80980ECAAA0C2680206D
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: 54947AB0199E7F779400000000000000
[5/20/2021 4:54:06 PM]: Local index missing: 54947AB0199E7F7794B4DA90F1FFE511
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: 9DC355D854BB9B68A400000000000000
[5/20/2021 4:54:06 PM]: Local index missing: 9DC355D854BB9B68A46131B677EB4262
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: 8D748A813DE222370E00000000000000
[5/20/2021 4:54:06 PM]: Local index missing: 8D748A813DE222370EE6F113C9AD4657
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: 4FBD89546F11E4B5EF00000000000000
[5/20/2021 4:54:06 PM]: Local index missing: 4FBD89546F11E4B5EF2F22EE5ACB553F
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: DE5B73DEC02C6A2F3600000000000000
[5/20/2021 4:54:06 PM]: Local index missing: DE5B73DEC02C6A2F3681768B05720B33
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: 8A641E286DE7927B1600000000000000
[5/20/2021 4:54:06 PM]: Local index missing: 8A641E286DE7927B161C2980767BD4C7
[5/20/2021 4:54:06 PM]: LocalIndexHandler: missing index: AFD560E684705024C600000000000000
[5/20/2021 4:54:06 PM]: Local index missing: AFD560E684705024C671DCC1A088E864
[5/20/2021 4:54:07 PM]: LocalIndexHandler: missing index: 76DBAEC7B053EF502C00000000000000
[5/20/2021 4:54:07 PM]: Local index missing: 76DBAEC7B053EF502C0FE486A3621986
[5/20/2021 4:54:07 PM]: LocalIndexHandler: missing index: 4B3829A9FDAF95A3B700000000000000
[5/20/2021 4:54:07 PM]: Local index missing: 4B3829A9FDAF95A3B71F5C2325F739D3
[5/20/2021 4:54:07 PM]: LocalIndexHandler: missing index: 4AE51B1F4D0FE5744F00000000000000
[5/20/2021 4:54:07 PM]: Local index missing: 4AE51B1F4D0FE5744FE6B3AAAE682533
[5/20/2021 4:54:07 PM]: LocalIndexHandler: missing index: DE695E6E9292CF755500000000000000
